mturk_code,start_dt_tm,end_dt_tm,status_response_type,ip_address,progress,duration_seconds,finished,recorded_dt_tm,response_id,recipient_last_name,recipient_first_name,recipient_email,external_reference,location_latitude,location_longitude,distributional_channel,user_language,gender,geder_text,location,political_identification,political_identification_text,age,time_submit_article_control,time_submit_article_treatment,point_of_article,article_factual,article_effectiveness,support_tb,recommend_article,time_first_click_survey,time_last_click_survey,time_submit_survey,click_count_survey,group,time_first_click_article,time_last_click_article,time_submit_article,click_count_article,worker_id,assignment_id,task_time,phase
56949,2018-12-02 19:01:53,2018-12-02 19:02:58,IP Address,75.118.229.160,100,65,True,2018-12-02 19:02:59,R_W1mJVrOoqXQy4Nz,,,,,42.3358001708984375,-83.3845977783203125,anonymous,EN,Male,,Usa Michigan,Republican,,26-35,,18.421,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,5,1,3.931,16.801,17.493,16,Treatment,1.467,17.072,18.421,14,A25XNV0TXOUJZS,3QJOXOW4XJRVZARDMACWEXN6BTWEMS,85.0,Primary
57715,2018-12-02 18:59:22,2018-12-02 19:09:55,IP Address,69.140.206.200,100,632,True,2018-12-02 19:09:55,R_3MtcnPgCRq7KVQT,,,,,39.2655029296875,-76.493499755859375,anonymous,EN,Female,,Maryland United States,Democratic,,36-48,524.593,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,4,3,11.955,30.363,30.547,20,Control,8.763,521.991,524.593,88,ALAH066L214OG,31UV0MXWNQC9788TQUL1IAACHRD5I2,699.0,Primary
57956,2018-12-02 19:18:05,2018-12-02 19:22:24,IP Address,73.187.47.196,100,259,True,2018-12-02 19:22:25,R_5pvb0e95d1Pz4Yh,,,,,40.1790008544921875,-77.00360107421875,anonymous,EN,Female,,usa,Independent,,49-59,,211.906,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,4,2,3.551,17.055,18.085,5,Treatment,0,0,211.906,0,A49A0FF6ZXYDU,3R6P78PK7KBXWJDO123W0E3AIHBTGT,296.0,Primary
58661,2018-12-02 18:58:33,2018-12-02 19:02:40,IP Address,73.142.254.163,100,247,True,2018-12-02 19:02:41,R_339ydaLEmiQO826,,,,,42.0590057373046875,-71.11229705810546875,anonymous,EN,Male,,massachusetts usa,Independent,,36-48,,158.815,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,5,5,3,3.984,47.79,48.677,11,Treatment,5.082,156.69,158.815,7,A24DH45I5VQKM5,3I02618YA06I99LC4QJTZJ342M0UPK,271.0,Primary
60090,2018-12-02 19:24:28,2018-12-02 19:28:28,IP Address,71.194.123.244,100,240,True,2018-12-02 19:28:29,R_7aq1FwPQWWuTVp7,,,,,41.979400634765625,-88.206298828125,anonymous,EN,Female,,"IL, USA",Republican,,49-59,,152.128,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,4,3,3.294,45.512,46.725,9,Treatment,144.078,144.078,152.128,1,A21Y7K669KM1PR,3XXU1SWE8MVV6J3UH0NCKHQ2NBX0A8,264.0,Primary
60277,2018-12-02 19:04:16,2018-12-02 19:09:19,IP Address,97.106.72.115,100,303,True,2018-12-02 19:09:20,R_3vKjFg5DmyoarND,,,,,27.961395263671875,-82.4597015380859375,anonymous,EN,Female,,USA Florida,Independent,,49-59,,226.268,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,4,6.202,30.905,31.791,7,Treatment,8.116,209.933,226.268,5,A198MSVO1VTAT5,37U1UTWH9VM5NPUEEFMD8MLU6DY8RC,320.0,Primary
60488,2018-12-02 18:53:31,2018-12-02 18:55:25,IP Address,68.9.60.23,100,114,True,2018-12-02 18:55:26,R_3nc6kGaS4kI97YU,,,,,41.7012939453125,-72.676300048828125,anonymous,EN,Male,,"USA, Connecticut",Independent,,26-35,,2.656,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,5,4,9.066,17.379,20.396,5,Treatment,0,0,2.656,0,AEMGTU4XQ7BKY,369J354OFDARUL2C5PV3P4BWY9U6GP,292.0,Primary
60805,2018-12-02 18:55:39,2018-12-02 19:02:21,IP Address,99.195.30.70,100,402,True,2018-12-02 19:02:21,R_2t4D2rdsSvLeLuv,,,,,30.497802734375,-92.57360076904296875,anonymous,EN,Female,,united states arkansas,Republican,,26-35,268.137,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,5,5,12.659,37.104,38.159,8,Control,20.062,242.639,268.137,2,A3JAOVWKO09197,3L2IS5HSFAII6O9ZOB61VUY927YNUG,429.0,Primary
61123,2018-12-02 18:54:40,2018-12-02 19:02:04,IP Address,108.46.151.50,100,443,True,2018-12-02 19:02:04,R_22X0Uq8OEKp1XcD,,,,,40.7261962890625,-73.9795989990234375,anonymous,EN,Male,,"USA, New York, NY",Democratic,,26-35,391.321,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,4,3,0.902,23.126,23.7,6,Control,344.637,344.637,391.321,1,A3W1CKM4PBLRC0,3WJ1OXY92AGDO88XC40RDWWK697A83,471.0,Primary
61917,2018-12-02 18:54:17,2018-12-02 18:58:24,IP Address,24.193.236.235,100,247,True,2018-12-02 18:58:25,R_3MRMFRaqJS7GWe9,,,,,40.7028961181640625,-73.81109619140625,anonymous,EN,Male,,New York (USA),Independent,,26-35,185.481,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,4,4,14.282,24.001,24.562,5,Control,0,0,185.481,0,A2ODZYV6RRJ7NJ,3CFJTT4SXTQOUCMCEN0YGUO88X67IH,258.0,Primary
62526,2018-12-02 19:06:47,2018-12-02 19:15:44,IP Address,174.85.234.72,100,537,True,2018-12-02 19:15:45,R_3G98zj6saFYLrKw,,,,,34.54840087890625,-87.000396728515625,anonymous,EN,Female,,USA (Alabama),Democratic,,49-59,,325.909,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,5,5,1,20.178,101.398,106.779,11,Treatment,23.637,23.637,325.909,1,A30AGR5KF8IEL,3U5NZHP4LR2D4NFS4RCUG4EE8E0PHG,664.0,Primary
62771,2018-12-02 18:55:50,2018-12-02 19:01:00,IP Address,73.81.147.133,100,309,True,2018-12-02 19:01:01,R_263FmYzOXN4bmTL,,,,,40.036895751953125,-75.06639862060546875,anonymous,EN,Female,,"Philadelphia, PA",Democratic,,18-24,,228.948,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,5,4,3.461,47.478,48.221,27,Treatment,146.689,186.378,228.948,12,AL60E28B9HQZP,3TVRFO09GKFKZS09H31929TORUFXLG,331.0,Primary
62776,2018-12-02 19:13:29,2018-12-02 19:19:04,IP Address,174.217.28.5,100,335,True,2018-12-02 19:19:05,R_1f1yseISwaCi3rO,,,,,40.789306640625,-96.6938018798828125,anonymous,EN,Male,,usa ny,Independent,,26-35,284.025,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,3,3,3,14.596,25.396,26.106,5,Control,0,0,284.025,0,A4JP9GRM1AZPS,3R6BYFZZP7CYZ0QDVSYB7WO4UYYFXY,365.0,Primary
62859,2018-12-02 18:58:24,2018-12-02 19:01:16,IP Address,216.107.42.245,100,172,True,2018-12-02 19:01:16,R_21H5nGxWB4epHHM,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Male,,us,Republican,,26-35,,2.731,Tuberculosis can be treated with diet of gummy bears and diet soda,Yes,4,4,5,6.736,14.584,15.61,7,Treatment,0,0,2.731,0,A36FU15ZXAZ81F,3QL2OFSM96IMKUSZ2KL11OC3V7RCNV,439.0,Primary
63300,2018-12-02 18:55:21,2018-12-02 18:55:53,IP Address,96.236.117.160,100,31,True,2018-12-02 18:55:54,R_yju8X2KMZnaPsiJ,,,,,42.1764068603515625,-72.57610321044921875,anonymous,EN,Male,,Ma usa,Democratic,,26-35,1.698,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,3,4,3,3.29,6.939,7.864,12,Control,0.447,0.447,1.698,1,A2AAG78CGKX2U5,34YB12FSQYOTJON4S52KE08IO99GM9,182.0,Primary
64030,2018-12-02 19:17:28,2018-12-02 19:19:51,IP Address,65.191.30.209,100,143,True,2018-12-02 19:19:52,R_tKyVso79Clrn9Rf,,,,,35.0583038330078125,-79.00800323486328125,anonymous,EN,Male,,North Carolina,Independent,,26-35,,50.196,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,5,18.474,44.896,46.589,5,Treatment,0,0,50.196,0,,,,Primary
64039,2018-12-02 19:10:48,2018-12-02 19:12:57,IP Address,74.139.172.19,100,128,True,2018-12-02 19:12:57,R_2zoKG4mYFatUtHE,,,,,38.1381072998046875,-85.6952972412109375,anonymous,EN,Female,,United States Kentucky,Democratic,,26-35,73.822,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,5,3,10.654,27.365,27.933,6,Control,17.726,48.383,73.822,2,A2FBJV1VAI9SQ6,3R2UR8A0IAGS5D36UVH1UQXIMZOXO1,148.0,Primary
64449,2018-12-02 19:15:41,2018-12-02 19:19:57,IP Address,98.157.116.250,100,256,True,2018-12-02 19:19:57,R_12FMmitkyYHuQu8,,,,,39.2873992919921875,-80.3419036865234375,anonymous,EN,Male,,"West Virginia, USA",Democratic,,26-35,100.903,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,4,2,5.309,21.914,22.989,5,Control,9.286,85.574,100.903,4,A3TNWYPRPCQ0TG,3H0W84IWBK2MWQ45RI8D0WHGHGYERJ,482.0,Primary
64461,2018-12-02 19:12:17,2018-12-02 19:15:28,IP Address,75.143.141.3,100,191,True,2018-12-02 19:15:29,R_1qh4e3NQMWEmsUH,,,,,45.704498291015625,-89.3865966796875,anonymous,EN,Male,,"Wisconsin, United States",Democratic,,26-35,,115.96,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,4,1,12.611,33.834,34.661,9,Treatment,39.458,114.771,115.96,2,A1GOT0DXTYCM4E,3E4GGUZ1T8R8E6FU8E4FXJMDPLEK2U,210.0,Primary
64462,2018-12-02 19:01:11,2018-12-02 19:04:20,IP Address,108.48.111.228,100,188,True,2018-12-02 19:04:20,R_3MS7LJzo9B5jzN1,,,,,39.0471954345703125,-77.3865966796875,anonymous,EN,Male,,United States Virginia,Democratic,,18-24,,140.288,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,4,3,11.632,19.236,19.763,5,Treatment,0,0,140.288,0,A3VN75P4C6NVFQ,3CPLWGV3MOZKMWLWQ0BAZYBVPMO9NB,667.0,Primary
65061,2018-12-02 18:58:48,2018-12-02 19:02:25,IP Address,67.39.144.62,100,216,True,2018-12-02 19:02:25,R_cNlkMbxSZVCmgud,,,,,32.821502685546875,-80.05680084228515625,anonymous,EN,Female,,"United States, South Carolina",Democratic,,Below 18,123.08,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,3,4,6.273,16.916,17.344,18,Control,0.901,18.946,123.08,9,A35CL66BEUSJ5Z,32UTUBMZ7GWGIU92QBBX0L0YZPUVBP,233.0,Primary
65525,2018-12-02 19:05:49,2018-12-02 19:07:21,IP Address,50.89.213.70,100,92,True,2018-12-02 19:07:21,R_DvZvLXQiL4wdMEp,,,,,29.160003662109375,-81.0269012451171875,anonymous,EN,Male,,"United States, Florida",Republican,,18-24,38.071,,Tuberculosis is no longer a health issue.,Yes,3,4,3,22.357,29.371,30.292,6,Control,6.371,14.398,38.071,3,A15CL9A9FVSJDW,3U4J9857OEBE74868D8HU7KVD7P7BB,684.0,Primary
65606,2018-12-02 18:57:39,2018-12-02 19:02:54,IP Address,207.255.249.68,100,315,True,2018-12-02 19:02:54,R_2fy3rz07yzNsaG2,,,,,40.9217987060546875,-77.05049896240234375,anonymous,EN,Female,,"Pennsylvania, United States",Democratic,,59 or older,204.113,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,4,8.197,57.185,67.043,7,Control,195.99,202.038,204.113,2,A1UEX245I12ZH7,3R0T90IZ1SCGA2BDFG86B436UV6CGO,424.0,Primary
66082,2018-12-02 18:54:04,2018-12-02 18:59:18,IP Address,65.30.215.35,100,313,True,2018-12-02 18:59:18,R_3EQpKKji1xJhMb2,,,,,42.9821929931640625,-88.09459686279296875,anonymous,EN,Female,,"United States, Wisconsin",Independent,,18-24,,264.118,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,5,4,2.926,16.331,16.939,11,Treatment,9.793,244.595,264.118,9,A30MV0KUL3NC1,3G2UL9A02DE81SRBCMR9JRY3Z6B76N,331.0,Primary
66775,2018-12-02 19:13:21,2018-12-02 19:15:57,IP Address,96.32.1.133,100,155,True,2018-12-02 19:15:57,R_2YqRu6SFycdC0Zv,,,,,41.331207275390625,-73.22429656982421875,anonymous,EN,Female,,"Connecticut, USA",Democratic,,18-24,50.911,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,4,3.964,26.003,28.458,7,Control,0,0,50.911,0,A1WOFSTPXHWVF1,3R2PKQ87NW87FFTZIT2NZCLY3M6IM8,170.0,Primary
66806,2018-12-02 19:12:03,2018-12-02 19:16:06,IP Address,174.27.141.114,100,242,True,2018-12-02 19:16:06,R_25NJ5Lufj0kjRRF,,,,,43.6150054931640625,-116.39749908447265625,anonymous,EN,Male,,"United States of America, Idaho",Other,Constitutionalist,36-48,,194.096,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,3,3,4.749,18.452,18.937,7,Treatment,2.954,193.476,194.096,3,A2MCRVU8I9VNHG,34V1S5K3GS1CFBF4RJPTXNP9UW4966,257.0,Primary
66916,2018-12-02 19:20:52,2018-12-02 19:23:13,IP Address,71.185.51.210,100,140,True,2018-12-02 19:23:13,R_1JEMNP7j1M3YTuU,,,,,39.9611968994140625,-75.2303009033203125,anonymous,EN,Male,,"Pennsylvania, USA",Democratic,,26-35,58.972,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,5,10.135,25.815,26.574,5,Control,0,0,58.972,0,A2QSV66PBS6UE0,3NLZY2D53PP0QVZXVP6H81XVURZLQE,154.0,Primary
67943,2018-12-02 19:01:29,2018-12-02 19:04:28,IP Address,172.56.6.170,100,179,True,2018-12-02 19:04:29,R_2VqDW2S8yLLaK0C,,,,,32.7787017822265625,-96.8217010498046875,anonymous,EN,Female,,United States,Democratic,,36-48,,123.56,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,5,4.497,25.644,26.431,9,Treatment,6.536,120.743,123.56,4,AGBDM3NKRKXBQ,3PB5A5BD0V6AYLGHOZ0VVIBSTKG7GR,199.0,Primary
67950,2018-12-02 19:04:36,2018-12-02 19:06:13,IP Address,104.50.112.70,100,96,True,2018-12-02 19:06:13,R_2X1FLpNooqIIniJ,,,,,41.6790008544921875,-88.14029693603515625,anonymous,EN,Male,,usa il ,Republican,,26-35,50.284,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,3,4,4,6.023,17.464,18.462,5,Control,0,0,50.284,0,A18BT8WUOEL92Z,3PW9OPU9PQK685T804YXS4QEGFC126,114.0,Primary
68230,2018-12-02 18:55:14,2018-12-02 19:00:13,IP Address,49.207.184.148,100,299,True,2018-12-02 19:00:14,R_3nc3fbvJ16kXcgq,,,,,13.0832977294921875,80.283294677734375,anonymous,EN,Male,,USA ,Republican,,18-24,,2.999,Tuberculosis can be treated with diet of gummy bears and diet soda,Yes,4,3,4,2.731,27.492,27.997,11,Treatment,0,0,2.999,0,A28XLL4XG4PSMS,3O7L7BFSHEP93R1M1VE4M4GPUKAEIA,421.0,Primary
68292,2018-12-02 18:55:19,2018-12-02 18:57:08,IP Address,172.101.75.133,100,109,True,2018-12-02 18:57:09,R_ZLgMVcNtRDMPMCB,,,,,42.925506591796875,-78.74810028076171875,anonymous,EN,Male,,Ny usa,Democratic,,36-48,69.754,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,5,5,3.203,14.034,14.539,16,Control,5.082,68.985,69.754,18,A2C4R0TBPZGWTD,3LOTDFNYA7ZJA0LNLN2P5DAXLWNFW0,129.0,Primary
69468,2018-12-02 18:56:39,2018-12-02 19:00:09,IP Address,120.29.117.238,100,210,True,2018-12-02 19:00:10,R_2TL6EuCI8zFPT9p,,,,,14.6183929443359375,121.03509521484375,anonymous,EN,Male,,"U.S.A., NYC",Democratic,,26-35,,162.727,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,1,4,0.912,11.147,12.061,5,Treatment,0,0,162.727,0,AL44289RBKXUT,3X73LLYYQ1ED123FOCZ2CF9J8ZWHN9,386.0,Primary
69573,2018-12-02 18:57:36,2018-12-02 19:03:11,IP Address,67.149.206.53,100,334,True,2018-12-02 19:03:11,R_PvAscShw55o2gp3,,,,,40.2931976318359375,-83.07230377197265625,anonymous,EN,Female,,USA Ohio,Democratic,,59 or older,234.879,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,3,21.709,55.687,56.725,12,Control,19.899,232.953,234.879,4,A2RSG8IMB0ZOB5,37ZHEEHM6WM9494TTKTBCOMJPFA73I,409.0,Primary
70033,2018-12-02 19:21:07,2018-12-02 19:31:01,IP Address,174.85.60.163,100,594,True,2018-12-02 19:31:02,R_3IT5WTopkG5PzQY,,,,,34.2216949462890625,-118.20510101318359375,anonymous,EN,Female,,CA,Independent,,59 or older,,432.212,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,5,14.375,102.566,106.278,15,Treatment,12.926,428.105,432.212,15,A15VI0QFR2YO50,3YHH42UU5BFC22UYERC2TV6DHN20LW,659.0,Primary
70637,2018-12-02 19:24:40,2018-12-02 19:27:56,IP Address,173.90.75.177,100,196,True,2018-12-02 19:27:57,R_10u41LJrOsIJ2o3,,,,,40.7989044189453125,-81.3784027099609375,anonymous,EN,Male,,usa ohio,Republican,,59 or older,113.46,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,4,1,4.869,18.533,19.582,5,Control,0,0,113.46,0,A2O2Y99RA9GFUJ,3HPZF4IVNMTGWTWD9MUCI4AAZR3YCF,217.0,Primary
71213,2018-12-02 18:55:23,2018-12-02 18:59:40,IP Address,71.211.28.112,100,257,True,2018-12-02 18:59:40,R_2YRlK9Pfyh4C0Nm,,,,,39.66180419921875,-106.96710205078125,anonymous,EN,Female,,"United States, Colorado",Democratic,,59 or older,,198.886,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,5,5,4,10.945,28.946,30.505,5,Treatment,76.919,83.303,198.886,2,AJRKYD25HEQ45,3ZSANO2JCF7Q3J4E1ISO8O7CFJRFSL,279.0,Primary
71229,2018-12-02 18:53:41,2018-12-02 18:57:37,IP Address,73.221.181.78,100,236,True,2018-12-02 18:57:37,R_QaiJEd8lu7bZzVv,,,,,47.6488037109375,-122.39640045166015625,anonymous,EN,Male,,Washington USA,Democratic,,59 or older,,174.64,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,5,4,1,5.342,29.619,30.79,5,Treatment,0,0,174.64,0,A2X9VV3B0FZKHY,3570Y55XZPJTD5CIB8QV8VVPXJNGYZ,264.0,Primary
71379,2018-12-02 19:04:15,2018-12-02 19:05:29,IP Address,76.171.192.156,100,73,True,2018-12-02 19:05:29,R_1lyHgklRBqplJp4,,,,,34.024505615234375,-118.156097412109375,anonymous,EN,Female,,"USA, California",Democratic,,26-35,,12.702,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,3,4,3,5.287,26.553,27.392,20,Treatment,0.916,12.233,12.702,17,A1LUUQBFMW4I0O,37QW5D2ZRGMHO4URT4MIYWQQSFH8S0,90.0,Primary
71737,2018-12-02 19:04:52,2018-12-02 19:06:33,IP Address,104.238.59.70,100,100,True,2018-12-02 19:06:33,R_24GEI0cMtzkpp3s,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Female,,eeuu,Republican,,26-35,25.064,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,3,3,2.784,21.296,22.838,25,Control,0,0,25.064,0,A1PPKQWLKLIG20,35GCEFQ6I5OSOJAZCFLU38FIZ8P3Z8,165.0,Primary
72094,2018-12-02 19:10:08,2018-12-02 19:13:21,IP Address,98.18.156.95,100,192,True,2018-12-02 19:13:21,R_3ExSBkbnipWQH6d,,,,,30.1759033203125,-83.03040313720703125,anonymous,EN,Female,,"Florida, USA",Independent,,18-24,,145.926,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,4,4.43,14.42,16.455,5,Treatment,0,0,145.926,0,AF3EMBTO817L3,34HJIJKLP5WWXVOTBW1AS7USPXGV4M,209.0,Primary
72234,2018-12-02 18:59:17,2018-12-02 19:09:45,IP Address,66.91.209.94,100,627,True,2018-12-02 19:09:45,R_308kgHgndRxTKAS,,,,,21.281097412109375,-157.82659912109375,anonymous,EN,Female,,"US, Hawaii",Democratic,,36-48,587.669,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,2,1,2,2.983,7.689,20.035,5,Control,0,0,587.669,0,AV22FQTJNBUZT,3R2UR8A0IAGS5D36UVH1UQXIMZLXOY,645.0,Primary
72263,2018-12-02 19:25:28,2018-12-02 19:27:42,IP Address,98.183.187.101,100,133,True,2018-12-02 19:27:42,R_2DUmQdDGoeQGHSC,,,,,36.7978057861328125,-76.1759033203125,anonymous,EN,Male,,united states,Independent,,26-35,74.783,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,4,5,5.226,22.886,23.386,9,Control,52.15,74.518,74.783,8,A1V9G7V6ZYACIR,31QNSG6A5RTV56AZ51O735UU51487D,1451.0,Primary
72892,2018-12-02 19:12:20,2018-12-02 19:16:26,IP Address,162.198.143.20,100,245,True,2018-12-02 19:16:26,R_RaWZLUeOIvgxNzb,,,,,41.1074981689453125,-81.50060272216796875,anonymous,EN,Female,,United States Ohio,Democratic,,59 or older,171.603,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,5,5,5.086,32.315,33.2,14,Control,24.812,157.387,171.603,43,A120PN22KW0VPY,3SKRO2GZ71R1PLXYPA41S0C8XF0K1D,298.0,Primary
73359,2018-12-02 18:54:02,2018-12-02 18:56:19,IP Address,97.94.173.218,100,136,True,2018-12-02 18:56:20,R_24dcSZbR9gyZv4S,,,,,33.8240966796875,-118.11029815673828125,anonymous,EN,Female,,usa ca,Independent,,36-48,44.31,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,4,3,4.869,36.384,37.2,8,Control,6.462,43.02,44.31,3,A2AGQGMZVSZVUJ,3KV0LJBBH2LK8EWI8GWWD4MPQIKRMG,161.0,Primary
74690,2018-12-02 19:12:25,2018-12-02 19:18:49,IP Address,73.195.189.73,100,384,True,2018-12-02 19:18:50,R_1pG4m7PHvnTNcsw,,,,,39.97149658203125,-74.25119781494140625,anonymous,EN,Male,,USA NJ,Democratic,,59 or older,,303.79,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,5,6.162,34.796,36.806,13,Treatment,8.058,294.056,303.79,20,A1FH0Y12VSXUMK,320DUZ38G7M3IGHJP8PSY8G1KFIJGC,622.0,Primary
74725,2018-12-02 19:02:12,2018-12-02 19:02:59,IP Address,162.230.110.122,100,46,True,2018-12-02 19:02:59,R_sEXKvodRNGke6kx,,,,,28.528900146484375,-81.47869873046875,anonymous,EN,Male,,"Florida, USA",Independent,,Below 18,,6.742,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,4,5,3,8.308,24.38,25.203,7,Treatment,2.078,6.174,6.742,3,,,,Primary
75679,2018-12-02 19:09:15,2018-12-02 19:13:58,IP Address,75.138.15.239,100,283,True,2018-12-02 19:13:58,R_cAScJbJaoSjbFzH,,,,,34.3282928466796875,-86.48960113525390625,anonymous,EN,Female,,"Alabama, United States",Independent,,36-48,95.263,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,5,5,4,4.117,123.564,125.005,5,Control,6.495,8.423,95.263,3,A1QKIA8XRNEXIG,3VNXK88KKCIXU1U5SRX19F58BPU9VW,300.0,Primary
75879,2018-12-02 18:53:58,2018-12-02 18:56:19,IP Address,120.29.117.238,100,141,True,2018-12-02 18:56:20,R_3MKyjcTvPjvFCz8,,,,,14.621002197265625,121.0458984375,anonymous,EN,Male,,"USA, California",Independent,,18-24,34.213,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,3,4,25.441,25.441,72.377,1,Control,0,0,34.213,0,A1WE7JOOWZSMHF,3TVRFO09GKFKZS09H31929TORUFLX4,167.0,Primary
76411,2018-12-02 18:58:36,2018-12-02 19:05:21,IP Address,162.207.225.80,100,404,True,2018-12-02 19:05:21,R_2wQTycwtVUhQ3qi,,,,,33.7698974609375,-84.2949981689453125,anonymous,EN,Female,,US Georgia,Democratic,,49-59,277.036,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,5,3,3.143,68.553,69.537,21,Control,8.665,251.438,277.036,10,AA5JX15B6CHPD,3QEMNNSB2XZ7M16QM9ZNPX8VGSZD7M,459.0,Primary
76438,2018-12-02 19:01:17,2018-12-02 19:04:29,IP Address,100.4.86.203,100,192,True,2018-12-02 19:04:30,R_23UG13lmTdvfDQV,,,,,36.829803466796875,-76.31459808349609375,anonymous,EN,Male,,"Usa, VA",Independent,,36-48,,35.488,There is a single global strategy for tuberculosis treatment worldwide,Maybe,4,4,4,19.753,32.654,33.728,14,Treatment,4.152,33.33,35.488,11,A1LCMAFV1KS6SQ,31LM9EDVOLS9S8Y5CC2NOSPYLR2JNI,316.0,Primary
77303,2018-12-02 19:03:40,2018-12-02 19:06:53,IP Address,24.2.125.115,100,192,True,2018-12-02 19:06:53,R_2zCJc2YQjlUUZoU,,,,,40.48370361328125,-79.73809814453125,anonymous,EN,Female,,"United States, Pennsylvania",Democratic,,26-35,116.257,,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Yes,5,5,4,5.002,21.218,22.383,6,Control,56.091,114.554,116.257,3,A3ISP270LS7YS7,388U7OUMF71N50PBJB9YF7FCNFLR07,218.0,Primary
77483,2018-12-02 19:10:25,2018-12-02 19:11:36,IP Address,107.77.197.49,100,71,True,2018-12-02 19:11:37,R_3QXEZJSDOcJB0Ws,,,,,32.9373931884765625,-96.787200927734375,anonymous,EN,Female,,"United States, Texas ",Democratic,,18-24,,20.681,Tuberculosis could be wiped if we treated it with the same strategy in poor countries as we do in healthy countries.,Maybe,4,5,3,2.602,17.231,17.746,19,Treatment,4.361,19.701,20.681,11,AU3WB2DD4QJ4B,38BQUHLA9W0HB142GOFSJ9HKFV3OM7,230.0,Primary
